fuelType,year,VClass,highway08,fuelCost08,score,city08
Premium,2009,Compact Cars,29,1850,6.0,22.0
Premium,2009,Compact Cars,29,1850,8.0,22.0
Premium,2009,Compact Cars,29,1850,9.0,22.0
Premium,2009,Compact Cars,29,2000,5.0,19.0
Premium,2009,Compact Cars,29,2000,6.0,19.0
Premium,2009,Compact Cars,30,1850,5.0,22.0
Premium,2009,Compact Cars,30,1850,6.0,22.0
Premium,2009,Compact Cars,31,1850,5.0,21.0
Premium,2009,Compact Cars,31,1850,6.0,21.0
Premium,2009,Compact Cars,31,1850,8.0,21.0
Premium,2009,Compact Cars,31,1850,9.0,21.0
Premium,2009,Large Cars,25,2450,5.0,17.0
Premium,2009,Large Cars,25,2450,6.0,17.0
Premium,2009,Midsize Cars,25,2300,5.0,18.0
Premium,2009,Midsize Cars,25,2300,6.0,18.0
Premium,2009,Midsize Cars,25,2450,5.0,16.0
Premium,2009,Midsize Cars,25,2450,6.0,16.0
Premium,2009,Midsize Cars,26,2100,5.0,19.0
Premium,2009,Midsize Cars,26,2100,6.0,19.0
Premium,2009,Midsize Cars,27,2100,5.0,19.0
Premium,2009,Midsize Cars,27,2100,6.0,19.0
Premium,2009,Midsize Cars,29,2000,5.0,19.0
Premium,2009,Midsize Cars,29,2000,6.0,19.0
Premium,2009,Midsize Station Wagons,21,2600,5.0,16.0
Premium,2009,Midsize Station Wagons,21,2600,6.0,16.0
Premium,2009,Midsize Station Wagons,28,2100,5.0,19.0
Premium,2009,Midsize Station Wagons,28,2100,6.0,19.0
Premium,2009,Minicompact Cars,25,2200,5.0,18.0
Premium,2009,Minicompact Cars,32,1800,5.0,23.0
Premium,2009,Minicompact Cars,32,1800,6.0,23.0
Premium,2009,Minicompact Cars,34,1600,5.0,25.75
Premium,2009,Minicompact Cars,34,1600,6.0,25.5
Premium,2009,Minicompact Cars,37,1450,5.0,28.0
Premium,2009,Minicompact Cars,37,1450,6.0,28.0
Premium,2009,Minivan - 2WD,24,2450,5.0,16.0
Premium,2009,Minivan - 2WD,24,2450,6.0,16.0
Premium,2009,Small Station Wagons,27,2000,5.0,21.0
Premium,2009,Small Station Wagons,27,2000,6.0,21.0
Premium,2009,Small Station Wagons,27,2300,5.0,17.0
Premium,2009,Small Station Wagons,27,2300,6.0,17.0
Premium,2009,Small Station Wagons,28,1950,5.0,21.0
Premium,2009,Small Station Wagons,28,1950,6.0,21.0
Premium,2009,Small Station Wagons,31,1850,5.0,21.0
Premium,2009,Sport Utility Vehicle - 2WD,23,2300,5.0,17.0
Premium,2009,Sport Utility Vehicle - 2WD,23,2450,5.0,16.0
Premium,2009,Sport Utility Vehicle - 2WD,24,2200,5.0,18.0
Premium,2009,Sport Utility Vehicle - 2WD,24,2200,6.0,18.0
Premium,2009,Sport Utility Vehicle - 4WD,15,3900,5.0,11.0
Premium,2009,Sport Utility Vehicle - 4WD,17,3300,5.0,12.0
Premium,2009,Sport Utility Vehicle - 4WD,18,3100,5.0,12.0
Premium,2009,Sport Utility Vehicle - 4WD,18,3100,6.0,12.0
Premium,2009,Sport Utility Vehicle - 4WD,19,2900,5.0,14.0
Premium,2009,Sport Utility Vehicle - 4WD,20,2750,5.0,15.0
Premium,2009,Sport Utility Vehicle - 4WD,20,2750,6.0,15.0
Premium,2009,Sport Utility Vehicle - 4WD,20,2900,5.0,14.0
Premium,2009,Sport Utility Vehicle - 4WD,20,2900,6.0,14.0
Premium,2009,Sport Utility Vehicle - 4WD,21,2600,5.0,16.0
Premium,2009,Sport Utility Vehicle - 4WD,22,2450,5.0,17.0
Premium,2009,Sport Utility Vehicle - 4WD,22,2450,6.0,17.0
Premium,2009,Sport Utility Vehicle - 4WD,23,2300,5.0,18.0
Premium,2009,Sport Utility Vehicle - 4WD,23,2300,6.0,18.0
Premium,2009,Sport Utility Vehicle - 4WD,24,2200,5.0,19.0
Premium,2009,Sport Utility Vehicle - 4WD,24,2200,9.0,19.0
Premium,2009,Sport Utility Vehicle - 4WD,24,2300,5.0,17.5
Premium,2009,Sport Utility Vehicle - 4WD,24,2300,6.0,17.5
Premium,2009,Subcompact Cars,20,2900,5.0,14.0
Premium,2009,Subcompact Cars,21,2600,5.0,16.0
Premium,2009,Subcompact Cars,21,2600,6.0,16.0
Premium,2009,Subcompact Cars,22,2600,5.0,16.0
Premium,2009,Subcompact Cars,25,2300,5.0,17.0
Premium,2009,Subcompact Cars,25,2300,6.0,17.0
Premium,2009,Subcompact Cars,25,2300,9.0,17.0
Premium,2009,Subcompact Cars,26,2100,5.0,20.0
Premium,2009,Subcompact Cars,26,2100,6.0,20.0
Premium,2009,Subcompact Cars,27,2000,5.0,21.0
Premium,2009,Subcompact Cars,27,2000,6.0,21.0
Premium,2009,Subcompact Cars,27,2300,5.0,16.0
Premium,2009,Subcompact Cars,28,2100,5.0,18.0
Premium,2009,Subcompact Cars,28,2100,6.0,18.0
Premium,2009,Subcompact Cars,28,2100,9.0,18.0
Premium,2009,Subcompact Cars,28,2200,5.0,18.0
Premium,2009,Subcompact Cars,28,2200,6.0,18.0
Premium,2009,Subcompact Cars,28,2200,9.0,18.0
Premium,2009,Subcompact Cars,29,1850,5.0,22.0
Premium,2009,Subcompact Cars,29,1850,6.0,22.0
Premium,2009,Subcompact Cars,29,1950,5.0,21.0
Premium,2009,Subcompact Cars,29,1950,6.0,21.0
Premium,2009,Subcompact Cars,32,1800,5.0,23.0
Premium,2009,Subcompact Cars,32,1800,6.0,23.0
Premium,2009,Subcompact Cars,34,1600,5.0,25.666666666666668
Premium,2009,Subcompact Cars,34,1600,6.0,25.0
Premium,2009,Two Seaters,19,3300,5.0,12.0
Premium,2009,Two Seaters,25,2600,5.0,15.0
Premium,2009,Two Seaters,25,2600,6.0,15.0
Premium,2009,Two Seaters,26,2450,5.0,16.0
Premium,2009,Two Seaters,26,2450,6.0,16.0
Premium,2009,Two Seaters,28,2100,5.0,19.0
Premium,2009,Two Seaters,29,1950,5.0,21.0
Premium,2009,Two Seaters,29,1950,6.0,21.0
Premium,2009,Two Seaters,41,1300,5.0,33.0
Premium,2009,Two Seaters,41,1300,6.0,33.0
Premium,2010,Compact Cars,22,2450,5.0,17.0
Premium,2010,Compact Cars,25,2000,7.0,22.0
Premium,2010,Compact Cars,25,2000,8.0,22.0
Premium,2010,Compact Cars,25,2200,5.0,18.0
Premium,2010,Compact Cars,25,2300,5.0,17.0
Premium,2010,Compact Cars,25,2300,6.0,17.0
Premium,2010,Compact Cars,26,2200,5.0,18.0
Premium,2010,Compact Cars,26,2200,6.0,18.0
Premium,2010,Compact Cars,27,2200,5.0,18.0
Premium,2010,Compact Cars,27,2200,6.0,18.0
Premium,2010,Compact Cars,28,2100,5.0,18.0
Premium,2010,Compact Cars,28,2100,6.0,18.0
Premium,2010,Compact Cars,28,2200,5.0,18.0
Premium,2010,Compact Cars,28,2200,6.0,18.0
Premium,2010,Compact Cars,30,1800,5.0,23.0
Premium,2010,Compact Cars,30,1800,6.0,23.0
Premium,2010,Compact Cars,30,1850,5.0,21.0
Premium,2010,Compact Cars,30,1850,6.0,21.0
Premium,2010,Compact Cars,31,1850,5.0,21.333333333333332
Premium,2010,Compact Cars,31,1850,6.0,21.333333333333332
Premium,2010,Compact Cars,32,1700,5.0,24.0
Premium,2010,Compact Cars,32,1700,6.0,24.0
Premium,2010,Compact Cars,32,1700,7.0,24.0
Premium,2010,Compact Cars,32,1700,9.0,24.0
Premium,2010,Large Cars,25,2450,5.0,17.0
Premium,2010,Large Cars,25,2450,6.0,17.0
Premium,2010,Midsize Cars,18,3300,5.0,12.0
Premium,2010,Midsize Cars,19,2900,5.0,14.0
Premium,2010,Midsize Cars,22,2600,5.0,16.0
Premium,2010,Midsize Cars,22,2600,6.0,16.0
Premium,2010,Midsize Cars,23,2450,5.0,16.0
Premium,2010,Midsize Cars,23,2450,6.0,16.0
Premium,2010,Midsize Cars,25,2200,5.0,18.0
Premium,2010,Midsize Cars,25,2200,6.0,18.0
Premium,2010,Midsize Cars,25,2300,5.0,18.0
Premium,2010,Midsize Cars,25,2300,6.0,18.0
Premium,2010,Midsize Cars,26,2100,5.0,19.0
Premium,2010,Midsize Cars,26,2100,6.0,19.0
Premium,2010,Midsize Cars,26,2200,5.0,18.0
Premium,2010,Midsize Cars,26,2200,6.0,18.0
Premium,2010,Midsize Cars,26,2300,5.0,17.0
Premium,2010,Midsize Cars,27,2100,5.0,19.0
Premium,2010,Midsize Cars,27,2100,6.0,19.0
Premium,2010,Midsize Cars,27,2200,5.0,18.0
Premium,2010,Midsize Cars,27,2200,6.0,18.0
Premium,2010,Midsize Station Wagons,24,2450,5.0,16.0
Premium,2010,Minicompact Cars,27,2200,5.0,18.0
Premium,2010,Minicompact Cars,32,1700,5.0,24.0
Premium,2010,Minicompact Cars,32,1700,6.0,24.0
Premium,2010,Minicompact Cars,33,1650,5.0,25.0
Premium,2010,Minicompact Cars,33,1650,6.0,25.0
Premium,2010,Minicompact Cars,34,1600,5.0,26.0
Premium,2010,Minicompact Cars,34,1600,6.0,26.0
Premium,2010,Minicompact Cars,37,1450,5.0,28.0
Premium,2010,Minicompact Cars,37,1450,6.0,28.0
Premium,2010,Small Station Wagons,23,2450,5.0,17.0
Premium,2010,Small Station Wagons,24,2450,5.0,17.0
Premium,2010,Small Station Wagons,24,2450,6.0,17.0
Premium,2010,Small Station Wagons,27,2000,5.0,21.0
Premium,2010,Small Station Wagons,27,2000,6.0,21.0
Premium,2010,Small Station Wagons,28,1950,5.0,21.0
Premium,2010,Small Station Wagons,28,1950,6.0,21.0
Premium,2010,Sport Utility Vehicle - 2WD,21,2600,5.0,15.0
Premium,2010,Sport Utility Vehicle - 2WD,22,2600,6.0,16.0
Premium,2010,Sport Utility Vehicle - 2WD,22,2600,9.0,16.0
Premium,2010,Sport Utility Vehicle - 2WD,23,2300,5.0,18.0
Premium,2010,Sport Utility Vehicle - 2WD,23,2300,6.0,18.0
Premium,2010,Sport Utility Vehicle - 2WD,24,2200,5.0,18.5
Premium,2010,Sport Utility Vehicle - 2WD,24,2200,6.0,18.5
Premium,2010,Sport Utility Vehicle - 2WD,25,2200,5.0,18.0
Premium,2010,Sport Utility Vehicle - 2WD,25,2200,6.0,18.0
Premium,2010,Sport Utility Vehicle - 2WD,28,1550,7.0,32.0
Premium,2010,Sport Utility Vehicle - 2WD,28,1550,8.0,32.0
Premium,2010,Sport Utility Vehicle - 4WD,17,3300,5.0,12.0
Premium,2010,Sport Utility Vehicle - 4WD,17,3300,6.0,12.0
Premium,2010,Sport Utility Vehicle - 4WD,19,2900,5.0,14.0
Premium,2010,Sport Utility Vehicle - 4WD,19,2900,6.0,14.0
Premium,2010,Sport Utility Vehicle - 4WD,20,2900,5.0,14.0
Premium,2010,Sport Utility Vehicle - 4WD,20,2900,6.0,14.0
Premium,2010,Sport Utility Vehicle - 4WD,21,2600,5.0,16.0
Premium,2010,Sport Utility Vehicle - 4WD,21,2600,6.0,16.0
Premium,2010,Sport Utility Vehicle - 4WD,21,2600,9.0,16.0
Premium,2010,Sport Utility Vehicle - 4WD,23,2300,5.0,18.0
Premium,2010,Sport Utility Vehicle - 4WD,23,2300,6.0,18.0
Premium,2010,Sport Utility Vehicle - 4WD,23,2450,5.0,16.0
Premium,2010,Sport Utility Vehicle - 4WD,23,2450,6.0,16.0
Premium,2010,Sport Utility Vehicle - 4WD,24,2200,5.0,19.0
Premium,2010,Sport Utility Vehicle - 4WD,24,2300,5.0,18.0
Premium,2010,Sport Utility Vehicle - 4WD,24,2300,6.0,18.0
Premium,2010,Sport Utility Vehicle - 4WD,28,1600,7.0,30.0
Premium,2010,Sport Utility Vehicle - 4WD,28,1600,8.0,30.0
Premium,2010,Subcompact Cars,23,2600,5.0,16.0
Premium,2010,Subcompact Cars,23,2600,6.0,16.0
Premium,2010,Subcompact Cars,25,2300,5.0,18.0
Premium,2010,Subcompact Cars,25,2300,6.0,18.0
Premium,2010,Subcompact Cars,26,2100,5.0,20.0
Premium,2010,Subcompact Cars,26,2100,6.0,20.0
Premium,2010,Subcompact Cars,26,2300,5.0,17.0
Premium,2010,Subcompact Cars,27,2000,5.0,21.0
Premium,2010,Subcompact Cars,27,2000,6.0,21.0
Premium,2010,Subcompact Cars,27,2100,5.0,19.0
Premium,2010,Subcompact Cars,27,2100,6.0,19.0
Premium,2010,Subcompact Cars,27,2200,5.0,18.0
Premium,2010,Subcompact Cars,27,2200,6.0,18.0
Premium,2010,Subcompact Cars,28,2100,5.0,18.0
Premium,2010,Subcompact Cars,28,2100,6.0,18.0
Premium,2010,Subcompact Cars,29,1950,5.0,21.0
Premium,2010,Subcompact Cars,29,1950,6.0,21.0
Premium,2010,Subcompact Cars,31,1850,5.0,21.0
Premium,2010,Subcompact Cars,31,1850,7.0,21.0
Premium,2010,Subcompact Cars,31,1850,8.0,21.0
Premium,2010,Subcompact Cars,33,1650,5.0,25.0
Premium,2010,Subcompact Cars,33,1650,6.0,25.0
Premium,2010,Subcompact Cars,34,1600,5.0,26.0
Premium,2010,Subcompact Cars,34,1600,6.0,26.0
Premium,2010,Subcompact Cars,36,1500,5.0,28.0
Premium,2010,Subcompact Cars,36,1500,6.0,28.0
Premium,2010,Two Seaters,14,4250,5.0,9.0
Premium,2010,Two Seaters,18,3300,5.0,12.0
Premium,2010,Two Seaters,24,2600,5.0,15.0
Premium,2010,Two Seaters,28,1950,5.0,21.0
Premium,2010,Two Seaters,28,1950,6.0,21.0
Premium,2010,Two Seaters,41,1300,5.0,33.0
Premium,2010,Two Seaters,41,1300,6.0,33.0
Premium,2011,Compact Cars,21,2900,5.0,14.0
Premium,2011,Compact Cars,21,2900,6.0,14.0
Premium,2011,Compact Cars,23,2750,5.0,14.0
Premium,2011,Compact Cars,25,2200,5.0,19.0
Premium,2011,Compact Cars,25,2300,5.0,18.0
Premium,2011,Compact Cars,25,2300,6.0,18.0
Premium,2011,Compact Cars,25,2300,8.0,18.0
Premium,2011,Compact Cars,26,2200,5.0,19.0
Premium,2011,Compact Cars,26,2200,6.0,19.0
Premium,2011,Compact Cars,28,2100,5.0,18.333333333333332
Premium,2011,Compact Cars,28,2100,6.0,18.5
Premium,2011,Compact Cars,28,2100,8.0,18.0
Premium,2011,Compact Cars,28,2200,5.0,18.0
Premium,2011,Compact Cars,28,2200,6.0,18.0
Premium,2011,Compact Cars,29,1950,5.0,21.0
Premium,2011,Compact Cars,29,1950,6.0,21.0
Premium,2011,Compact Cars,30,1850,5.0,22.0
Premium,2011,Compact Cars,30,1850,6.0,22.0
Premium,2011,Compact Cars,33,1700,5.0,24.0
Premium,2011,Compact Cars,33,1700,6.0,24.0
Premium,2011,Compact Cars,33,1700,7.0,24.0
Premium,2011,Compact Cars,33,1700,9.0,24.0
Premium,2011,Compact Cars,34,1550,5.0,27.0
Premium,2011,Compact Cars,34,1550,6.0,27.0
Premium,2011,Large Cars,24,2300,5.0,17.0
Premium,2011,Large Cars,24,2300,6.0,17.0
Premium,2011,Midsize Cars,24,2300,5.0,17.0
Premium,2011,Midsize Cars,24,2300,6.0,17.0
Premium,2011,Midsize Cars,25,2200,5.0,18.0
Premium,2011,Midsize Cars,25,2200,6.0,18.0
Premium,2011,Midsize Cars,25,2300,5.0,17.0
Premium,2011,Midsize Cars,25,2300,6.0,17.0
Premium,2011,Midsize Cars,25,2450,5.0,16.0
Premium,2011,Midsize Cars,25,2450,6.0,16.0
Premium,2011,Midsize Cars,26,2100,5.0,19.0
Premium,2011,Midsize Cars,26,2100,6.0,19.0
Premium,2011,Midsize Cars,28,2000,5.0,20.0
Premium,2011,Midsize Cars,28,2000,6.0,20.0
Premium,2011,Midsize Cars,30,1950,5.0,20.0
Premium,2011,Midsize Cars,30,1950,6.0,20.0
Premium,2011,Midsize Cars,31,1850,5.0,21.0
Premium,2011,Midsize Cars,31,1850,6.0,21.0
Premium,2011,Minicompact Cars,34,1550,5.0,27.0
Premium,2011,Minicompact Cars,34,1550,6.0,27.0
Premium,2011,Minicompact Cars,35,1500,5.0,28.0
Premium,2011,Minicompact Cars,35,1500,6.0,28.0
Premium,2011,Minicompact Cars,35,1550,5.0,27.0
Premium,2011,Minicompact Cars,35,1550,6.0,27.0
Premium,2011,Minicompact Cars,36,1450,5.0,29.0
Premium,2011,Minicompact Cars,36,1450,6.0,29.0
Premium,2011,Small Station Wagons,23,2450,5.0,17.0
Premium,2011,Small Station Wagons,23,2450,6.0,17.0
Premium,2011,Small Station Wagons,25,2200,5.0,19.0
Premium,2011,Small Station Wagons,29,1950,5.0,21.0
Premium,2011,Small Station Wagons,29,1950,6.0,21.0
Premium,2011,Small Station Wagons,30,1700,5.0,24.0
Premium,2011,Small Station Wagons,30,1700,6.0,24.0
Premium,2011,Small Station Wagons,32,1600,5.0,27.0
Premium,2011,Small Station Wagons,32,1600,6.0,27.0
Premium,2011,Sport Utility Vehicle - 2WD,22,2600,6.0,16.0
Premium,2011,Sport Utility Vehicle - 2WD,22,2600,9.0,16.0
Premium,2011,Sport Utility Vehicle - 2WD,24,2200,5.0,18.0
Premium,2011,Sport Utility Vehicle - 2WD,24,2200,6.0,18.0
Premium,2011,Sport Utility Vehicle - 2WD,28,1600,7.0,31.0
Premium,2011,Sport Utility Vehicle - 2WD,28,1600,8.0,31.0
Premium,2011,Sport Utility Vehicle - 4WD,17,3300,5.0,13.0
Premium,2011,Sport Utility Vehicle - 4WD,17,3300,6.0,13.0
Premium,2011,Sport Utility Vehicle - 4WD,18,3100,5.0,13.0
Premium,2011,Sport Utility Vehicle - 4WD,18,3100,6.0,13.0
Premium,2011,Sport Utility Vehicle - 4WD,20,2900,5.0,14.0
Premium,2011,Sport Utility Vehicle - 4WD,21,2600,5.0,16.0
Premium,2011,Sport Utility Vehicle - 4WD,21,2600,6.0,16.0
Premium,2011,Sport Utility Vehicle - 4WD,21,2600,9.0,16.0
Premium,2011,Sport Utility Vehicle - 4WD,23,2450,5.0,16.0
Premium,2011,Sport Utility Vehicle - 4WD,23,2450,6.0,16.0
Premium,2011,Sport Utility Vehicle - 4WD,24,2200,5.0,19.0
Premium,2011,Sport Utility Vehicle - 4WD,24,2300,5.0,18.0
Premium,2011,Sport Utility Vehicle - 4WD,24,2300,6.0,18.0
Premium,2011,Sport Utility Vehicle - 4WD,25,2200,5.0,19.0
Premium,2011,Sport Utility Vehicle - 4WD,25,2200,6.0,19.0
Premium,2011,Sport Utility Vehicle - 4WD,27,1650,7.0,29.0
Premium,2011,Sport Utility Vehicle - 4WD,27,1650,8.0,29.0
Premium,2011,Sport Utility Vehicle - 4WD,27,2100,5.0,20.0
Premium,2011,Sport Utility Vehicle - 4WD,27,2100,6.0,20.0
Premium,2011,Subcompact Cars,20,2900,5.0,14.0
Premium,2011,Subcompact Cars,24,2450,5.0,16.0
Premium,2011,Subcompact Cars,25,2300,5.0,18.0
Premium,2011,Subcompact Cars,25,2300,6.0,18.0
Premium,2011,Subcompact Cars,26,2200,5.0,18.0
Premium,2011,Subcompact Cars,26,2200,6.0,18.0
Premium,2011,Subcompact Cars,26,2200,8.0,18.0
Premium,2011,Subcompact Cars,27,2100,5.0,20.0
Premium,2011,Subcompact Cars,27,2100,6.0,20.0
Premium,2011,Subcompact Cars,28,2100,5.0,18.0
Premium,2011,Subcompact Cars,28,2100,6.0,18.0
Premium,2011,Subcompact Cars,28,2100,8.0,18.0
Premium,2011,Subcompact Cars,29,1950,5.0,21.0
Premium,2011,Subcompact Cars,29,1950,6.0,21.0
Premium,2011,Subcompact Cars,29,2000,5.0,20.0
Premium,2011,Subcompact Cars,34,1550,5.0,27.0
Premium,2011,Subcompact Cars,34,1550,6.0,27.0
Premium,2011,Subcompact Cars,35,1550,5.0,27.0
Premium,2011,Subcompact Cars,35,1550,6.0,27.0
Premium,2011,Two Seaters,22,2750,5.0,14.0
Premium,2011,Two Seaters,22,2750,6.0,14.0
Premium,2011,Two Seaters,26,2200,5.0,18.0
Premium,2011,Two Seaters,26,2200,6.0,18.0
Premium,2011,Two Seaters,27,1950,5.0,21.0
Premium,2011,Two Seaters,27,1950,6.0,21.0
Premium,2011,Two Seaters,27,2000,5.0,21.0
Premium,2011,Two Seaters,27,2000,6.0,21.0
Premium,2011,Two Seaters,31,1800,5.0,22.0
Premium,2011,Two Seaters,31,1800,6.0,22.0
Premium,2011,Two Seaters,39,1300,5.0,33.0
Premium,2011,Two Seaters,39,1300,6.0,33.0
Premium,2012,Compact Cars,24,2300,6.0,17.0
Premium,2012,Compact Cars,24,2300,9.0,17.0
Premium,2012,Compact Cars,27,2100,5.0,19.0
Premium,2012,Compact Cars,27,2100,6.0,19.0
Premium,2012,Compact Cars,28,2100,5.0,19.0
Premium,2012,Compact Cars,28,2100,6.0,19.0
Premium,2012,Compact Cars,28,2200,5.0,18.0
Premium,2012,Compact Cars,28,2200,6.0,18.0
Premium,2012,Compact Cars,29,1950,5.0,21.0
Premium,2012,Compact Cars,29,1950,6.0,21.0
Premium,2012,Compact Cars,29,2000,5.0,20.0
Premium,2012,Compact Cars,29,2000,6.0,20.0
Premium,2012,Compact Cars,29,2000,9.0,20.0
Premium,2012,Compact Cars,30,1700,5.0,25.0
Premium,2012,Compact Cars,30,1700,6.0,25.0
Premium,2012,Compact Cars,30,1800,5.0,23.0
Premium,2012,Compact Cars,30,1800,6.0,23.0
Premium,2012,Compact Cars,30,1850,5.0,22.0
Premium,2012,Compact Cars,30,1850,6.0,22.0
Premium,2012,Compact Cars,31,1850,5.0,21.25
Premium,2012,Compact Cars,31,1850,6.0,21.25
Premium,2012,Compact Cars,31,1850,7.0,21.0
Premium,2012,Compact Cars,31,1850,9.0,21.0
Premium,2012,Compact Cars,31,1950,5.0,21.0
Premium,2012,Compact Cars,31,1950,6.0,21.0
Premium,2012,Compact Cars,32,1700,7.0,24.0
Premium,2012,Compact Cars,32,1700,9.0,24.0
Premium,2012,Compact Cars,32,1800,5.0,23.0
Premium,2012,Compact Cars,32,1800,6.0,23.0
Premium,2012,Compact Cars,33,1700,5.0,24.0
Premium,2012,Compact Cars,33,1700,6.0,24.0
Premium,2012,Compact Cars,33,1800,5.0,23.0
Premium,2012,Compact Cars,33,1800,6.0,23.0
Premium,2012,Compact Cars,33,1800,7.0,22.0
Premium,2012,Compact Cars,33,1800,8.0,23.0
Premium,2012,Compact Cars,33,1800,9.0,22.0
Premium,2012,Compact Cars,34,1550,5.0,27.0
Premium,2012,Compact Cars,34,1550,6.0,27.0
Premium,2012,Compact Cars,34,1700,5.0,23.0
Premium,2012,Compact Cars,34,1700,6.0,23.0
Premium,2012,Large Cars,23,2600,5.0,15.0
Premium,2012,Large Cars,23,2600,6.0,15.0
Premium,2012,Large Cars,25,2300,5.0,17.0
Premium,2012,Large Cars,25,2300,6.0,17.0
Premium,2012,Large Cars,25,2450,5.0,16.0
Premium,2012,Large Cars,25,2450,6.0,16.0
Premium,2012,Large Cars,26,2200,5.0,18.0
Premium,2012,Midsize Cars,24,2300,5.0,18.0
Premium,2012,Midsize Cars,24,2300,6.0,18.0
Premium,2012,Midsize Cars,25,2200,5.0,18.0
Premium,2012,Midsize Cars,25,2200,6.0,18.0
Premium,2012,Midsize Cars,25,2300,5.0,18.0
Premium,2012,Midsize Cars,25,2300,6.0,18.0
Premium,2012,Midsize Cars,26,2100,5.0,19.0
Premium,2012,Midsize Cars,26,2100,6.0,19.0
Premium,2012,Midsize Cars,26,2200,5.0,18.0
Premium,2012,Midsize Cars,26,2200,6.0,18.0
Premium,2012,Midsize Cars,28,2000,5.0,20.0
Premium,2012,Midsize Cars,28,2000,6.0,20.0
Premium,2012,Midsize Cars,28,2100,5.0,18.0
Premium,2012,Midsize Cars,28,2100,6.0,18.0
Premium,2012,Midsize Cars,29,2000,5.0,20.0
Premium,2012,Midsize Cars,29,2000,6.0,20.0
Premium,2012,Midsize Cars,30,2000,5.0,20.0
Premium,2012,Midsize Cars,30,2000,6.0,20.0
Premium,2012,Midsize Cars,30,2000,9.0,20.0
Premium,2012,Midsize Cars,31,1600,5.0,27.0
Premium,2012,Midsize Cars,31,1600,6.0,27.0
Premium,2012,Midsize Cars,33,1650,5.0,25.0
Premium,2012,Midsize Cars,33,1650,6.0,25.0
Premium,2012,Minicompact Cars,32,1600,5.0,27.0
Premium,2012,Minicompact Cars,32,1650,5.0,25.0
Premium,2012,Minicompact Cars,33,1550,5.0,28.0
Premium,2012,Minicompact Cars,33,1600,5.0,27.0
Premium,2012,Minicompact Cars,34,1550,5.0,26.5
Premium,2012,Minicompact Cars,34,1550,6.0,26.5
Premium,2012,Minicompact Cars,37,1450,5.0,30.0
Premium,2012,Small Station Wagons,29,1950,5.0,22.0
Premium,2012,Small Station Wagons,29,1950,6.0,22.0
Premium,2012,Sport Utility Vehicle - 2WD,22,2600,5.0,16.0
Premium,2012,Sport Utility Vehicle - 2WD,22,2600,6.0,16.0
Premium,2012,Sport Utility Vehicle - 2WD,22,2600,9.0,16.0
Premium,2012,Sport Utility Vehicle - 2WD,26,1950,5.0,22.0
Premium,2012,Sport Utility Vehicle - 2WD,26,1950,6.0,22.0
Premium,2012,Sport Utility Vehicle - 2WD,28,1600,7.0,31.0
Premium,2012,Sport Utility Vehicle - 2WD,28,1600,8.0,31.0
Premium,2012,Sport Utility Vehicle - 4WD,18,3300,5.0,12.0
Premium,2012,Sport Utility Vehicle - 4WD,21,2600,5.0,16.0
Premium,2012,Sport Utility Vehicle - 4WD,21,2600,6.0,16.0
Premium,2012,Sport Utility Vehicle - 4WD,22,2450,5.0,17.0
Premium,2012,Sport Utility Vehicle - 4WD,22,2450,6.0,17.0
Premium,2012,Sport Utility Vehicle - 4WD,22,2750,5.0,15.0
Premium,2012,Sport Utility Vehicle - 4WD,24,2200,5.0,20.0
Premium,2012,Sport Utility Vehicle - 4WD,24,2200,6.0,20.0
Premium,2012,Sport Utility Vehicle - 4WD,27,1650,7.0,29.0
Premium,2012,Sport Utility Vehicle - 4WD,27,1650,8.0,29.0
Premium,2012,Sport Utility Vehicle - 4WD,27,2100,5.0,19.0
Premium,2012,Sport Utility Vehicle - 4WD,27,2100,6.0,19.0
Premium,2012,Subcompact Cars,22,2750,5.0,14.0
Premium,2012,Subcompact Cars,23,2450,5.0,17.0
Premium,2012,Subcompact Cars,23,2450,6.0,17.0
Premium,2012,Subcompact Cars,25,2300,5.0,17.0
Premium,2012,Subcompact Cars,25,2300,6.0,17.0
Premium,2012,Subcompact Cars,26,2100,5.0,20.0
Premium,2012,Subcompact Cars,26,2100,6.0,20.0
Premium,2012,Subcompact Cars,26,2200,5.0,18.0
Premium,2012,Subcompact Cars,26,2200,6.0,18.0
Premium,2012,Subcompact Cars,26,2200,8.0,18.0
Premium,2012,Subcompact Cars,29,1950,5.0,21.0
Premium,2012,Subcompact Cars,29,1950,6.0,21.0
Premium,2012,Subcompact Cars,30,1850,5.0,21.0
Premium,2012,Subcompact Cars,30,1850,6.0,21.0
Premium,2012,Subcompact Cars,30,1850,7.0,22.0
Premium,2012,Subcompact Cars,30,1850,8.0,22.0
Premium,2012,Subcompact Cars,30,1950,5.0,21.0
Premium,2012,Subcompact Cars,30,1950,6.0,21.0
Premium,2012,Two Seaters,27,1950,5.0,21.0
Premium,2012,Two Seaters,27,1950,6.0,21.0
Premium,2012,Two Seaters,27,2000,5.0,21.0
Premium,2012,Two Seaters,27,2000,6.0,21.0
Premium,2012,Two Seaters,28,2100,5.0,19.0
Premium,2012,Two Seaters,28,2100,6.0,19.0
Premium,2012,Two Seaters,34,1700,5.0,23.0
Premium,2012,Two Seaters,34,1700,6.0,23.0
Premium,2012,Two Seaters,38,1300,5.0,34.0
Premium,2012,Two Seaters,38,1300,6.0,34.0
Premium,2013,Compact Cars,19,2900,5.0,14.0
Premium,2013,Compact Cars,25,2200,5.0,19.0
